Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time;;;;;;;;;
8212;29.9307;28.4283;12.7509;-256.25;-256.692;-256.903;-256.958;-255.98;37.599;147;200;30;11:47:33;;;;;;;;;
8213;29.9307;28.4361;12.7509;-256.246;-256.692;-256.911;-256.958;-255.972;37.599;147;200;30;11:47:33;;;;;;;;;
8214;29.9385;28.4361;12.743;-256.25;-256.692;-256.903;-256.958;-255.98;37.599;147;200;30;11:47:34;;;;;;;;;
8215;29.9385;28.4479;12.7509;-256.25;-256.684;-256.911;-256.958;-255.972;37.599;130;200;30;11:47:34;;;;;;;;;
8216;29.9385;28.4557;12.743;-256.25;-256.684;-256.911;-256.966;-255.98;37.599;130;200;30;11:47:35;;;;;;;;;
8217;29.9464;28.4557;12.743;-256.25;-256.684;-256.911;-256.966;-255.98;37.599;130;200;30;11:47:35;;;;;;;;;
8218;29.9385;28.4713;12.743;-256.25;-256.692;-256.919;-256.958;-255.98;37.599;114;200;30;11:47:36;;;;;;;;;
8219;29.9464;28.4792;12.7509;-256.25;-256.684;-256.911;-256.966;-255.972;37.599;130;200;30;11:47:36;;;;;;;;;
8220;29.962;28.4948;12.743;-256.254;-256.692;-256.911;-256.966;-255.98;37.599;114;200;30;11:47:37;;;;;;;;;
8221;29.962;28.5026;12.743;-256.25;-256.692;-256.911;-256.958;-255.98;37.599;80;200;30;11:47:37;;;;;;;;;
8222;29.9698;28.5105;12.7509;-256.254;-256.684;-256.919;-256.966;-255.98;37.599;80;200;30;11:47:38;;;;;;;;;
8223;29.9777;28.5261;12.7352;-256.25;-256.684;-256.911;-256.958;-255.98;37.599;64;200;30;11:47:38;;;;;;;;;
8224;29.9777;28.5261;12.7274;-256.25;-256.692;-256.911;-256.966;-255.972;37.599;47;200;30;11:47:39;;;;;;;;;
8225;29.9855;28.5418;12.7352;-256.25;-256.684;-256.911;-256.958;-255.98;37.599;47;200;30;11:47:39;;;;;;;;;
8226;29.9777;28.5496;12.7352;-256.25;-256.692;-256.911;-256.958;-255.98;37.599;30;200;30;11:47:40;;;;;;;;;
8227;29.9777;28.5496;12.7274;-256.25;-256.692;-256.919;-256.958;-255.98;37.599;47;200;30;11:47:40;;;;;;;;;
8228;29.9777;28.5574;12.7352;-256.246;-256.692;-256.911;-256.95;-255.98;37.599;47;200;30;11:47:41;;;;;;;;;
8229;29.9777;28.5652;12.7274;-256.254;-256.692;-256.919;-256.958;-255.98;37.599;47;200;30;11:47:41;;;;;;;;;
8230;29.9777;28.5731;12.7274;-256.25;-256.692;-256.919;-256.958;-255.98;37.599;47;200;30;11:47:42;;;;;;;;;
8231;29.9777;28.5887;12.7196;-256.25;-256.684;-256.911;-256.95;-255.98;37.599;47;200;30;11:47:42;;;;;;;;;
8232;29.9855;28.5809;12.7352;-256.254;-256.692;-256.919;-256.958;-255.98;37.599;47;200;30;11:47:43;;;;;;;;;
8233;29.9698;28.5965;12.7196;-256.25;-256.684;-256.911;-256.958;-255.98;37.599;30;200;30;11:47:43;;;;;;;;;
8234;29.9698;28.6044;12.7196;-256.25;-256.684;-256.919;-256.95;-255.988;37.599;64;200;30;11:47:44;;;;;;;;;
8235;29.9542;28.6044;12.7117;-256.25;-256.7;-256.911;-256.958;-255.98;37.599;64;200;30;11:47:44;;;;;;;;;
8236;29.9542;28.6122;12.7117;-256.246;-256.692;-256.919;-256.95;-255.98;37.599;97;200;30;11:47:45;;;;;;;;;
8237;29.9542;28.62;12.7117;-256.25;-256.692;-256.911;-256.95;-255.98;37.599;97;200;30;11:47:45;;;;;;;;;
8238;29.9464;28.6278;12.7078;-256.25;-256.692;-256.919;-256.95;-255.988;37.599;97;200;30;11:47:46;;;;;;;;;
8239;29.9307;28.62;12.7117;-256.246;-256.684;-256.911;-256.95;-255.972;37.599;114;200;30;11:47:46;;;;;;;;;
8240;29.9307;28.6278;12.7117;-256.25;-256.692;-256.919;-256.95;-255.98;37.599;147;200;30;11:47:47;;;;;;;;;
8241;29.9229;28.6317;12.7117;-256.25;-256.692;-256.919;-256.95;-255.98;37.599;147;200;30;11:47:47;;;;;;;;;
8242;29.9307;28.6396;12.7117;-256.25;-256.692;-256.911;-256.95;-255.98;37.599;164;200;30;11:47:48;;;;;;;;;
8243;29.9229;28.6396;12.7117;-256.246;-256.7;-256.911;-256.958;-255.98;37.599;147;200;30;11:47:48;;;;;;;;;
8244;29.9229;28.6435;12.7078;-256.25;-256.684;-256.919;-256.95;-255.98;37.599;164;200;30;11:47:49;;;;;;;;;
8245;29.9229;28.6474;12.7196;-256.25;-256.7;-256.911;-256.958;-255.98;37.599;164;200;30;11:47:49;;;;;;;;;
8246;29.9229;28.663;12.7078;-256.25;-256.692;-256.919;-256.95;-255.98;37.599;164;200;30;11:47:50;;;;;;;;;
8247;29.9385;28.6709;12.7117;-256.25;-256.692;-256.911;-256.958;-255.98;37.599;164;200;30;11:47:50;;;;;;;;;
8248;29.9385;28.6787;12.7196;-256.254;-256.692;-256.919;-256.95;-255.98;37.599;130;200;30;11:47:51;;;;;;;;;
8249;29.9464;28.6865;12.7117;-256.25;-256.692;-256.919;-256.958;-255.98;37.599;130;200;30;11:47:51;;;;;;;;;
8250;29.962;28.6943;12.7117;-256.25;-256.7;-256.911;-256.95;-255.988;37.599;114;200;30;11:47:52;;;;;;;;;
8251;29.962;28.7178;12.7117;-256.25;-256.692;-256.911;-256.958;-255.988;37.599;80;200;30;11:47:52;;;;;;;;;
8252;29.9777;28.7256;12.7078;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;80;200;30;11:47:53;;;;;;;;;
8253;29.9933;28.7413;12.7117;-256.25;-256.684;-256.919;-256.95;-255.98;37.599;47;200;30;11:47:53;;;;;;;;;
8254;29.9933;28.7491;12.7039;-256.25;-256.692;-256.911;-256.95;-255.98;37.599;14;200;30;11:47:54;;;;;;;;;
8255;30.0011;28.7648;12.7039;-256.25;-256.692;-256.911;-256.958;-255.988;37.599;14;200;30;11:47:54;;;;;;;;;
8256;30.0011;28.7726;12.7039;-256.254;-256.692;-256.919;-256.95;-255.98;37.599;None;200;30;11:47:55;;;;;;;;;
8257;30.009;28.7804;12.7;-256.254;-256.692;-256.911;-256.942;-255.98;37.599;None;200;30;11:47:55;;;;;;;;;
8258;30.009;28.7726;12.6922;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;None;200;30;11:47:56;;;;;;;;;
8259;30.0168;28.7804;12.6961;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;None;200;30;11:47:56;;;;;;;;;
8260;30.0168;28.7804;12.6961;-256.254;-256.684;-256.911;-256.95;-255.98;37.599;None;200;30;11:47:57;;;;;;;;;
8261;30.009;28.7961;12.6961;-256.254;-256.7;-256.919;-256.958;-255.98;37.599;None;200;30;11:47:57;;;;;;;;;
8262;30.0011;28.7961;12.6961;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;None;200;30;11:47:58;;;;;;;;;
8263;29.9933;28.7882;12.6961;-256.254;-256.7;-256.903;-256.95;-255.988;37.599;None;200;30;11:47:58;;;;;;;;;
8264;29.9933;28.7961;12.7;-256.262;-256.692;-256.919;-256.95;-255.98;37.599;14;200;30;11:47:59;;;;;;;;;
8265;29.9933;28.7961;12.6961;-256.254;-256.7;-256.911;-256.95;-255.988;37.599;14;200;30;11:47:59;;;;;;;;;
8266;29.9777;28.7961;12.7;-256.254;-256.7;-256.911;-256.95;-255.988;37.599;14;200;30;11:48:00;;;;;;;;;
8267;29.9855;28.7961;12.7039;-256.254;-256.692;-256.903;-256.942;-255.98;37.599;47;200;30;11:48:00;;;;;;;;;
8268;29.9698;28.7961;12.7;-256.254;-256.7;-256.911;-256.958;-255.988;37.599;30;200;30;11:48:01;;;;;;;;;
8269;29.962;28.7961;12.6961;-256.254;-256.692;-256.911;-256.95;-255.98;37.599;64;200;30;11:48:01;;;;;;;;;
8270;29.962;28.7882;12.7;-256.262;-256.692;-256.903;-256.95;-255.98;37.599;80;200;30;11:48:02;;;;;;;;;
8271;29.9542;28.7882;12.7039;-256.254;-256.7;-256.911;-256.958;-255.98;37.599;80;200;30;11:48:02;;;;;;;;;
8272;29.9542;28.7882;12.7;-256.262;-256.692;-256.919;-256.958;-255.988;37.599;97;200;30;11:48:03;;;;;;;;;
8273;29.9464;28.7882;12.7039;-256.254;-256.7;-256.911;-256.95;-255.98;37.599;97;200;30;11:48:03;;;;;;;;;
8274;29.9385;28.7882;12.7039;-256.258;-256.692;-256.911;-256.95;-255.98;37.599;114;200;30;11:48:04;;;;;;;;;
8275;29.9385;28.7882;12.7039;-256.262;-256.692;-256.919;-256.95;-255.98;37.599;130;200;30;11:48:04;;;;;;;;;
8276;29.9385;28.7882;12.7078;-256.254;-256.692;-256.911;-256.95;-255.972;37.599;130;200;30;11:48:05;;;;;;;;;
8277;29.9307;28.7961;12.7039;-256.254;-256.7;-256.919;-256.958;-255.98;37.599;130;200;30;11:48:05;;;;;;;;;
8278;29.9307;28.7961;12.7078;-256.254;-256.692;-256.911;-256.95;-255.98;37.599;147;200;30;11:48:06;;;;;;;;;
8279;29.9385;28.8195;12.7039;-256.262;-256.692;-256.911;-256.95;-255.988;37.599;147;200;30;11:48:06;;;;;;;;;
8280;29.9464;28.8117;12.7039;-256.258;-256.692;-256.911;-256.95;-255.98;37.599;130;200;30;11:48:07;;;;;;;;;
8281;29.9464;28.8195;12.7039;-256.254;-256.692;-256.919;-256.95;-255.98;37.599;114;200;30;11:48:07;;;;;;;;;
8282;29.9464;28.8274;12.7;-256.262;-256.692;-256.911;-256.95;-255.972;37.599;114;200;30;11:48:08;;;;;;;;;
8283;29.962;28.8352;12.7039;-256.254;-256.7;-256.919;-256.95;-255.98;37.599;114;200;30;11:48:08;;;;;;;;;
8284;29.9698;28.843;12.7039;-256.262;-256.692;-256.911;-256.95;-255.98;37.599;80;200;30;11:48:09;;;;;;;;;
8285;29.9777;28.843;12.7;-256.254;-256.692;-256.919;-256.958;-255.98;37.599;64;200;30;11:48:09;;;;;;;;;
8286;29.9855;28.8508;12.7039;-256.262;-256.692;-256.919;-256.95;-255.988;37.599;47;200;30;11:48:10;;;;;;;;;
8287;29.9855;28.8548;12.7;-256.254;-256.692;-256.919;-256.958;-255.972;37.599;30;200;30;11:48:10;;;;;;;;;
8288;29.9933;28.8548;12.7;-256.262;-256.692;-256.911;-256.95;-255.98;37.599;30;200;30;11:48:11;;;;;;;;;
8289;29.9933;28.8587;12.7;-256.254;-256.692;-256.919;-256.95;-255.98;37.599;14;200;30;11:48:11;;;;;;;;;
8290;29.9855;28.8587;12.7;-256.254;-256.692;-256.911;-256.95;-255.98;37.599;14;200;30;11:48:12;;;;;;;;;
8291;29.9933;28.8587;12.7039;-256.262;-256.692;-256.919;-256.95;-255.98;37.599;30;200;30;11:48:12;;;;;;;;;
8292;29.9933;28.8626;12.7;-256.254;-256.692;-256.911;-256.95;-255.98;37.599;14;200;30;11:48:13;;;;;;;;;
8293;29.9855;28.8665;12.6961;-256.254;-256.692;-256.911;-256.95;-255.98;37.599;14;200;30;11:48:13;;;;;;;;;
8294;29.9933;28.8626;12.7;-256.254;-256.692;-256.903;-256.95;-255.98;37.599;30;200;30;11:48:14;;;;;;;;;
8295;29.9855;28.8665;12.7;-256.254;-256.692;-256.903;-256.95;-255.98;37.599;14;200;30;11:48:14;;;;;;;;;
8296;29.9777;28.8626;12.6961;-256.262;-256.684;-256.903;-256.95;-255.98;37.599;30;200;30;11:48:15;;;;;;;;;
8297;29.9777;28.8704;12.7;-256.254;-256.692;-256.911;-256.95;-255.988;37.599;47;200;30;11:48:15;;;;;;;;;
8298;29.9698;28.8665;12.6961;-256.254;-256.692;-256.903;-256.95;-255.98;37.599;47;200;30;11:48:16;;;;;;;;;
8299;29.9698;28.8665;12.6922;-256.262;-256.692;-256.903;-256.95;-255.98;37.599;64;200;30;11:48:16;;;;;;;;;
8300;29.9542;28.8626;12.6961;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;64;200;30;11:48:17;;;;;;;;;
8301;29.9542;28.8665;12.7;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;97;200;30;11:48:17;;;;;;;;;
8302;29.9464;28.8665;12.7;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;97;200;30;11:48:18;;;;;;;;;
8303;29.9542;28.8665;12.6961;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;114;200;30;11:48:18;;;;;;;;;
8304;29.9542;28.8665;12.6922;-256.254;-256.692;-256.911;-256.95;-255.988;37.599;97;200;30;11:48:19;;;;;;;;;
8305;29.9542;28.8704;12.7;-256.262;-256.7;-256.919;-256.958;-255.98;37.599;97;200;30;11:48:19;;;;;;;;;
8306;29.9464;28.8704;12.6961;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;97;200;30;11:48:20;;;;;;;;;
8307;29.9542;28.8782;12.7;-256.262;-256.692;-256.911;-256.95;-255.98;37.599;114;200;30;11:48:20;;;;;;;;;
8308;29.9385;28.8704;12.6922;-256.269;-256.692;-256.903;-256.95;-255.98;37.599;97;200;30;11:48:21;;;;;;;;;
8309;29.9464;28.8861;12.6922;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;130;200;30;11:48:21;;;;;;;;;
8310;29.9542;28.8939;12.7;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;114;200;30;11:48:22;;;;;;;;;
8311;29.9464;28.8939;12.6961;-256.262;-256.692;-256.903;-256.958;-255.988;37.599;97;200;30;11:48:22;;;;;;;;;
8312;29.9464;28.8939;12.6961;-256.254;-256.692;-256.903;-256.958;-255.98;37.599;114;200;30;11:48:23;;;;;;;;;
8313;29.9464;28.9017;12.6961;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;114;200;30;11:48:23;;;;;;;;;
8314;29.9542;28.9095;12.6961;-256.254;-256.7;-256.903;-256.966;-255.98;37.599;114;200;30;11:48:24;;;;;;;;;
8315;29.962;28.9095;12.6961;-256.262;-256.692;-256.903;-256.974;-255.972;37.599;97;200;30;11:48:24;;;;;;;;;
8316;29.9698;28.9252;12.6961;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;80;200;30;11:48:25;;;;;;;;;
8317;29.9698;28.9252;12.6922;-256.262;-256.692;-256.903;-256.966;-255.972;37.599;64;200;30;11:48:25;;;;;;;;;
8318;29.9698;28.9408;12.6961;-256.262;-256.692;-256.911;-256.95;-255.98;37.599;64;200;30;11:48:26;;;;;;;;;
8319;29.9855;28.9408;12.6961;-256.262;-256.692;-256.903;-256.95;-255.972;37.599;64;200;30;11:48:26;;;;;;;;;
8320;29.9777;28.9408;12.6922;-256.262;-256.7;-256.903;-256.958;-255.988;37.599;30;200;30;11:48:27;;;;;;;;;
8321;29.9698;28.9565;12.6961;-256.269;-256.692;-256.903;-256.958;-255.972;37.599;47;200;30;11:48:27;;;;;;;;;
8322;29.9777;28.9487;12.6961;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;64;200;30;11:48:28;;;;;;;;;
8323;29.9698;28.9565;12.6961;-256.262;-256.692;-256.895;-256.958;-255.972;37.599;47;200;30;11:48:28;;;;;;;;;
8324;29.962;28.9721;12.6961;-256.262;-256.692;-256.903;-256.958;-255.972;37.599;64;200;30;11:48:29;;;;;;;;;
8325;29.9698;28.9643;12.6922;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;80;200;30;11:48:29;;;;;;;;;
8326;29.9542;28.9721;12.6961;-256.254;-256.692;-256.895;-256.958;-255.98;37.599;64;200;30;11:48:30;;;;;;;;;
8327;29.9542;28.9721;12.6922;-256.262;-256.692;-256.895;-256.958;-255.98;37.599;97;200;30;11:48:30;;;;;;;;;
8328;29.9542;28.9721;12.6922;-256.262;-256.7;-256.903;-256.958;-255.98;37.599;97;200;30;11:48:31;;;;;;;;;
8329;29.9385;28.9721;12.6961;-256.262;-256.692;-256.895;-256.958;-255.972;37.599;97;200;30;11:48:31;;;;;;;;;
8330;29.9464;28.98;12.6922;-256.254;-256.692;-256.903;-256.95;-255.98;37.599;130;200;30;11:48:32;;;;;;;;;
8331;29.9542;28.9878;12.6922;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;114;200;30;11:48:32;;;;;;;;;
8332;29.9464;28.9956;12.6961;-256.262;-256.692;-256.903;-256.95;-255.972;37.599;97;200;30;11:48:33;;;;;;;;;
8333;29.962;28.9878;12.6961;-256.262;-256.7;-256.895;-256.958;-255.98;37.599;114;200;30;11:48:33;;;;;;;;;
8334;29.962;28.9878;12.6922;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;80;200;30;11:48:34;;;;;;;;;
8335;29.9698;28.9956;12.6961;-256.254;-256.7;-256.895;-256.958;-255.98;37.599;80;200;30;11:48:34;;;;;;;;;
8336;29.9698;28.9956;12.6844;-256.262;-256.692;-256.903;-256.966;-255.98;37.599;64;200;30;11:48:35;;;;;;;;;
8337;29.9698;29.0113;12.6844;-256.254;-256.684;-256.903;-256.958;-255.972;37.599;64;200;30;11:48:35;;;;;;;;;
8338;29.9777;29.0191;12.6765;-256.269;-256.7;-256.903;-256.966;-255.98;37.599;64;200;30;11:48:36;;;;;;;;;
8339;29.9855;29.0191;12.6844;-256.254;-256.692;-256.903;-256.958;-255.972;37.599;47;200;30;11:48:36;;;;;;;;;
8340;29.9933;29.0269;12.6922;-256.262;-256.692;-256.903;-256.966;-255.988;37.599;30;200;30;11:48:37;;;;;;;;;
8341;29.9933;29.0269;12.6922;-256.254;-256.7;-256.903;-256.958;-255.98;37.599;14;200;30;11:48:37;;;;;;;;;
8342;29.9933;29.0308;12.6922;-256.262;-256.692;-256.903;-256.966;-255.98;37.599;14;200;30;11:48:38;;;;;;;;;
8343;29.9855;29.0347;12.6961;-256.254;-256.7;-256.903;-256.966;-255.972;37.599;14;200;30;11:48:38;;;;;;;;;
8344;29.9933;29.0386;12.6922;-256.254;-256.692;-256.903;-256.958;-255.972;37.599;30;200;30;11:48:39;;;;;;;;;
8345;29.9855;29.0386;12.6922;-256.254;-256.692;-256.895;-256.958;-255.972;37.599;14;200;30;11:48:39;;;;;;;;;
8346;29.9855;29.0347;12.6922;-256.258;-256.7;-256.911;-256.958;-255.98;37.599;30;200;30;11:48:40;;;;;;;;;
8347;29.9777;29.0386;12.6922;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;30;200;30;11:48:40;;;;;;;;;
8348;29.9698;29.0386;12.6922;-256.254;-256.692;-256.903;-256.958;-255.98;37.599;47;200;30;11:48:41;;;;;;;;;
8349;29.962;29.0347;12.6844;-256.262;-256.692;-256.903;-256.966;-255.972;37.599;64;200;30;11:48:41;;;;;;;;;
8350;29.9542;29.0308;12.6765;-256.262;-256.7;-256.903;-256.95;-255.98;37.599;80;200;30;11:48:42;;;;;;;;;
8351;29.9464;29.0347;12.6844;-256.262;-256.692;-256.903;-256.95;-255.972;37.599;97;200;30;11:48:42;;;;;;;;;
8352;29.9464;29.0308;12.6844;-256.254;-256.7;-256.903;-256.958;-255.972;37.599;114;200;30;11:48:43;;;;;;;;;
8353;29.9464;29.0347;12.6844;-256.269;-256.692;-256.903;-256.966;-255.98;37.599;114;200;30;11:48:43;;;;;;;;;
8354;29.9464;29.0386;12.6922;-256.254;-256.692;-256.903;-256.95;-255.972;37.599;114;200;30;11:48:44;;;;;;;;;
8355;29.9385;29.0347;12.6844;-256.262;-256.7;-256.903;-256.958;-255.988;37.599;114;200;30;11:48:44;;;;;;;;;
8356;29.9385;29.0386;12.6844;-256.258;-256.692;-256.895;-256.95;-255.98;37.599;130;200;30;11:48:45;;;;;;;;;
8357;29.9385;29.0386;12.6844;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;130;200;30;11:48:45;;;;;;;;;
8358;29.9464;29.0426;12.6844;-256.254;-256.692;-256.895;-256.958;-255.972;37.599;130;200;30;11:48:46;;;;;;;;;
8359;29.9464;29.0465;12.6844;-256.254;-256.692;-256.895;-256.958;-255.98;37.599;114;200;30;11:48:46;;;;;;;;;
8360;29.9464;29.0465;12.6844;-256.254;-256.7;-256.895;-256.958;-255.98;37.599;114;200;30;11:48:47;;;;;;;;;
8361;29.962;29.0465;12.6844;-256.262;-256.692;-256.903;-256.966;-255.972;37.599;114;200;30;11:48:47;;;;;;;;;
8362;29.962;29.0543;12.6844;-256.262;-256.692;-256.903;-256.966;-255.98;37.599;80;200;30;11:48:48;;;;;;;;;
8363;29.9698;29.0621;12.6844;-256.254;-256.692;-256.895;-256.958;-255.98;37.599;80;200;30;11:48:48;;;;;;;;;
8364;29.9777;29.0778;12.6765;-256.254;-256.7;-256.895;-256.966;-255.98;37.599;64;200;30;11:48:49;;;;;;;;;
8365;29.9698;29.0778;12.6687;-256.262;-256.692;-256.895;-256.958;-255.972;37.599;47;200;30;11:48:49;;;;;;;;;
8366;29.9855;29.0778;12.6765;-256.254;-256.7;-256.895;-256.966;-255.98;37.599;64;200;30;11:48:50;;;;;;;;;
8367;29.9777;29.0934;12.6765;-256.262;-256.7;-256.903;-256.966;-255.98;37.599;30;200;30;11:48:50;;;;;;;;;
8368;29.9933;29.0934;12.6765;-256.262;-256.7;-256.895;-256.966;-255.98;37.599;47;200;30;11:48:51;;;;;;;;;
8369;29.9855;29.0934;12.6765;-256.262;-256.692;-256.903;-256.966;-255.98;37.599;14;200;30;11:48:51;;;;;;;;;
8370;29.9933;29.1091;12.6687;-256.254;-256.7;-256.911;-256.974;-255.98;37.599;30;200;30;11:48:52;;;;;;;;;
8371;29.9855;29.1091;12.6844;-256.262;-256.692;-256.911;-256.974;-255.988;37.599;14;200;30;11:48:52;;;;;;;;;
8372;29.9933;29.1169;12.6687;-256.254;-256.684;-256.911;-256.974;-255.972;37.599;30;200;30;11:48:53;;;;;;;;;
8373;29.9855;29.1091;12.6687;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;14;200;30;11:48:53;;;;;;;;;
8374;29.9933;29.1247;12.6844;-256.262;-256.692;-256.903;-256.966;-255.988;37.599;30;200;30;11:48:54;;;;;;;;;
8375;29.9777;29.1169;12.6765;-256.254;-256.692;-256.911;-256.974;-255.98;37.599;14;200;30;11:48:54;;;;;;;;;
8376;29.9777;29.1169;12.6687;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;47;200;30;11:48:55;;;;;;;;;
8377;29.9777;29.1247;12.6687;-256.262;-256.684;-256.903;-256.966;-255.98;37.599;47;200;30;11:48:55;;;;;;;;;
8378;29.9698;29.1247;12.6765;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;47;200;30;11:48:56;;;;;;;;;
8379;29.9698;29.1247;12.6687;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;64;200;30;11:48:56;;;;;;;;;
8380;29.962;29.1169;12.6609;-256.262;-256.692;-256.903;-256.958;-255.972;37.599;64;200;30;11:48:57;;;;;;;;;
8381;29.962;29.1169;12.6609;-256.262;-256.7;-256.911;-256.958;-255.98;37.599;80;200;30;11:48:57;;;;;;;;;
8382;29.962;29.1169;12.6609;-256.262;-256.692;-256.903;-256.958;-255.972;37.599;80;200;30;11:48:58;;;;;;;;;
8383;29.962;29.1091;12.6609;-256.254;-256.692;-256.903;-256.958;-255.98;37.599;80;200;30;11:48:58;;;;;;;;;
8384;29.962;29.1169;12.6687;-256.254;-256.7;-256.911;-256.958;-255.98;37.599;80;200;30;11:48:59;;;;;;;;;
8385;29.9698;29.1169;12.6687;-256.262;-256.692;-256.911;-256.958;-255.988;37.599;80;200;30;11:48:59;;;;;;;;;
8386;29.9698;29.1169;12.6687;-256.262;-256.692;-256.903;-256.95;-255.98;37.599;64;200;30;11:49:00;;;;;;;;;
8387;29.9698;29.1169;12.6609;-256.254;-256.684;-256.911;-256.958;-255.98;37.599;64;200;30;11:49:00;;;;;;;;;
8388;29.9777;29.1247;12.6531;-256.262;-256.692;-256.903;-256.958;-255.98;37.599;64;200;30;11:49:01;;;;;;;;;
8389;29.9698;29.1169;12.6531;-256.254;-256.692;-256.911;-256.958;-255.98;37.599;47;200;30;11:49:01;;;;;;;;;
8390;29.9855;29.1247;12.6687;-256.254;-256.692;-256.903;-256.95;-255.988;37.599;64;200;30;11:49:02;;;;;;;;;
8391;29.9855;29.1325;12.6531;-256.262;-256.692;-256.903;-256.95;-255.98;37.599;30;200;30;11:49:02;;;;;;;;;
8392;29.9855;29.1325;12.6609;-256.254;-256.692;-256.911;-256.942;-255.988;37.599;30;200;30;11:49:03;;;;;;;;;
8393;29.9933;29.1325;12.6609;-256.254;-256.684;-256.911;-256.95;-255.988;37.599;30;200;30;11:49:03;;;;;;;;;
8394;29.9933;29.1247;12.6609;-256.254;-256.692;-256.903;-256.958;-255.98;37.599;14;200;30;11:49:04;;;;;;;;;
8395;29.9933;29.1325;12.6609;-256.254;-256.684;-256.911;-256.95;-255.98;37.599;14;200;30;11:49:04;;;;;;;;;
8396;29.9933;29.1247;12.6609;-256.262;-256.692;-256.911;-256.958;-255.988;37.599;14;200;30;11:49:05;;;;;;;;;
8397;30.0011;29.1247;12.6609;-256.254;-256.7;-256.911;-256.95;-255.988;37.599;14;200;30;11:49:05;;;;;;;;;
8398;30.0011;29.1169;12.6609;-256.254;-256.684;-256.911;-256.95;-255.98;37.599;None;200;30;11:49:06;;;;;;;;;
8399;29.9933;29.1169;12.6452;-256.254;-256.7;-256.911;-256.958;-255.98;37.599;None;200;30;11:49:06;;;;;;;;;
8400;29.9933;29.1091;12.6609;-256.262;-256.692;-256.895;-256.958;-255.98;37.599;14;200;30;11:49:07;;;;;;;;;
8401;29.9933;29.1169;12.6609;-256.254;-256.684;-256.903;-256.95;-255.98;37.599;14;200;30;11:49:07;;;;;;;;;
8402;29.9933;29.1169;12.6687;-256.262;-256.692;-256.895;-256.958;-255.98;37.599;14;200;30;11:49:08;;;;;;;;;
8403;29.9855;29.1091;12.6687;-256.254;-256.692;-256.895;-256.958;-255.98;37.599;14;200;30;11:49:08;;;;;;;;;
8404;29.9855;29.1012;12.6687;-256.262;-256.692;-256.895;-256.95;-255.98;37.599;30;200;30;11:49:09;;;;;;;;;
8405;29.9777;29.1012;12.6609;-256.262;-256.692;-256.903;-256.95;-255.98;37.599;30;200;30;11:49:09;;;;;;;;;
8406;29.9777;29.1012;12.6687;-256.262;-256.692;-256.895;-256.958;-255.98;37.599;47;200;30;11:49:10;;;;;;;;;
8407;29.9698;29.0934;12.6687;-256.254;-256.684;-256.895;-256.958;-255.98;37.599;47;200;30;11:49:10;;;;;;;;;
8408;29.9698;29.0934;12.6609;-256.262;-256.692;-256.895;-256.958;-255.98;37.599;64;200;30;11:49:11;;;;;;;;;
8409;29.9542;29.0856;12.6452;-256.262;-256.692;-256.903;-256.95;-255.972;37.599;64;200;30;11:49:11;;;;;;;;;
8410;29.962;29.0934;12.6609;-256.262;-256.7;-256.903;-256.974;-255.98;37.599;97;200;30;11:49:12;;;;;;;;;
8411;29.9542;29.0934;12.6531;-256.262;-256.692;-256.911;-256.966;-255.972;37.599;80;200;30;11:49:12;;;;;;;;;
8412;29.9464;29.0856;12.6531;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;97;200;30;11:49:13;;;;;;;;;
8413;29.9542;29.1012;12.6687;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;114;200;30;11:49:13;;;;;;;;;
8414;29.9542;29.0934;12.6687;-256.254;-256.692;-256.911;-256.958;-255.972;37.599;97;200;30;11:49:14;;;;;;;;;
8415;29.9542;29.1012;12.6687;-256.262;-256.692;-256.911;-256.966;-255.98;37.599;97;200;30;11:49:14;;;;;;;;;
8416;29.9542;29.1012;12.6687;-256.262;-256.692;-256.911;-256.958;-255.98;37.599;97;200;30;11:49:15;;;;;;;;;
